Sentence #,Word,POS,Tag
12572,loa,N,B-OBJ
12572,rè,V,O
12572,lỗi,N,O
12573,video,N,B-OBJ
12573,titok,V,O
12573,youtube,N,B-ORG
12573,maxx,N,O
12573,mong,V,O
12573,rép,M,O
12574,viền,N,B-OBJ
12574,dày,A,O
12575,cám_ơn,N,O
12575,thông_tín_hữu_ích,M,O
12576,giá,N,B-OBJ
12577,du_lịch,N,O
12577,hàn_quốc,V,O
12577,iphone,N,B-OBJ
12577,hồng,N,B-OBJ
12578,iphone,N,B-OBJ
12578,pin,N,B-OBJ
12578,trâu,N,O
12578,khỏe_điện lướt,A,O
12578,chán,A,B-ADJ
12578,chê,A,B-ADJ
12578,tẹt,N,O
12578,ga,N,O
12578,hôm,N,O
12578,cầm,V,O
12578,phê,M,O
12579,iphone,N,B-OBJ
12579,khong,N,O
12579,tieng,V,O
12579,viet,N,O
12579,vay,V,O
12580,bây,N,O
12580,chênh_tẹo,M,O
12581,gốc,N,O
12581,gọi,N,B-OBJ
12582,phân_tích,N,O
12582,giùm,V,O
12583,hog,N,O
12583,riew,M,O
12584,miền,N,O
12584,nam,N,O
12584,kêu,V,O
12584,kêu,V,O
12584,bắt_chước,M,O
12585,thời_lượng,N,O
12585,pin,N,B-OBJ
12586,chào,V,O
12586,iphone_tính,N,O
12586,kích_thước,N,B-OBJ
12586,điện_thoại,N,B-OBJ
12587,thâ,V,O
12587,lô,N,O
12587,mặt_lưng,N,B-OBJ
12588,cầu,N,O
12588,khoe,V,O
12588,dòng,N,O
12588,vỡ,V,O
12588,lưng,N,B-OBJ
12588,giá,N,B-OBJ
12588,xtr,N,O
12588,giá,N,B-OBJ
12589,tính_năng,N,B-OBJ
12589,tốt,A,O
12589,dòng,N,O
12589,chảnh,M,O
12590,vửa,N,O
12590,đen,A,O
12591,samsung,N,B-OBJ
12591,iphone,N,B-OBJ
12591,ổn,A,B-ADJ
12592,hong,N,O
12592,va_camera,V,O
12592,giong,N,O
12592,mat,M,B-OBJ
12593,trieu,N,O
12593,duoc,M,O
12594,iphone,N,B-OBJ
12594,sac,N,O
12594,te,M,O
12595,phân,N,O
12595,pls,N,O
12595,ổn,A,B-ADJ
12595,cầu,N,O
12595,camera,N,B-OBJ
12595,đẹp,A,O
12596,video,N,B-OBJ
12596,gắn,V,O
12596,ssd,M,O
12597,nâng,V,O
12597,hồng,N,B-OBJ
12597,sánh,V,O
12597,tnao,N,O
12597,camera_biệt,M,B-OBJ
12598,lượng,N,O
12598,iphone,N,B-OBJ
12599,review,N,O
12599,sát,A,O
12599,thực_thiết,M,O
12600,cổng,N,O
12600,hình_ảnh,N,B-OBJ
12600,màn_hình,N,B-OBJ
12601,điện_thoại,N,B-OBJ
12601,màn,N,B-OBJ
12602,đợi,V,O
12603,iphone,N,B-OBJ
12603,cám_ơn,M,O
12604,ốp,N,B-OBJ
12604,miếng,N,O
12604,dán,V,O
12604,camera,N,B-OBJ
12604,không,R,O
12605,iphone,N,B-OBJ
12605,video,N,B-OBJ
12605,chống,V,O
12605,rung,V,O
12605,iphone,N,B-OBJ
12605,pr,M,B-OBJ
12606,cổ,N,O
12606,usb,N,B-OBJ
12606,keo,N,O
12607,kiếm,V,O
12607,sắm,V,O
12607,xaid,N,O
12607,đẹp,A,O
12607,iphone,N,B-OBJ
12607,cảm_biến,N,B-OBJ
12607,mpx,N,O
12607,chụp,N,B-OBJ
12607,cận,A,O
12607,mờ,A,O
12607,viền,N,B-OBJ
12607,không,R,O
12608,ngon,A,O
12609,iphone,N,B-OBJ
12609,gìn,N,O
12609,ổn,A,B-ADJ
12609,phân_ghê,M,O
12610,nội_sinh,N,O
12610,tồn_tư_vấn,N,O
12610,điện_thoại,N,B-OBJ
12611,mong,V,O
12611,clip,N,O
12611,sánh_phận,V,O
12611,điện_thoại,N,B-OBJ
12611,màn_hình,N,B-OBJ
12612,dòng,N,O
12612,iphone,N,B-OBJ
12612,giá,N,B-OBJ
12612,rẻ_quyết,N,O
12612,địng_lược,V,O
12612,màn_hình,N,B-OBJ
12612,cổng,N,O
12612,usb,N,B-OBJ
12612,chip_hệ,N,O
12612,cũ,A,O
12612,lat,V,O
12612,nhược_tuyệt_target,N,O
12612,dòng,N,O
12612,tính_năng,N,B-OBJ
12612,siêu_chép,N,O
12612,xuyên,V,O
12612,clip,N,O
12612,tiktok,N,B-ORG
12612,media,V,O
12612,chọ_quan,N,O
12612,tuyệt_hạn_chế,V,O
12612,nhược_tuyệt_tính_năng,N,O
12612,phổ_thông,V,O
12612,mat,N,O
12612,xuyên,V,O
12612,dujng,M,O
12613,dòng,N,O
12613,mini,N,O
12613,trung_mini,M,O
12614,iphone,N,B-OBJ
12615,dậy,V,O
12615,chốt,N,O
12615,giá,N,B-OBJ
12615,thơm,A,O
12616,iphone,N,B-OBJ
12616,máy,N,O
12616,chủ_yếu,V,O
12616,phim,N,O
12617,gầy,A,O
12617,cầm,V,O
12617,trẻ,A,O
12618,iphone,N,B-OBJ
12618,giá,N,B-OBJ
12619,thix,N,O
12619,la_vo,M,O
12620,bao,N,O
12620,iphone_dụng,M,O
12621,app,N,B-OBJ
12621,bug,M,O
12622,biệt,M,O
12623,usb,N,B-OBJ
12623,kết_nối,N,B-OBJ
12623,màn_hình,N,B-OBJ
12624,sánh,N,O
12624,giúp,V,O
12624,iphone,N,B-OBJ
12624,phân,M,B-OBJ
12625,kênh,N,O
12625,vật_vờ dương,V,O
12625,kênh,N,O
12625,iphone,N,B-OBJ
12625,kiểu,N,O
12625,tren,N,B-OBJ
12625,gioi,N,B-OBJ
12625,iphone,N,B-OBJ
12626,tinh_tế,A,B-ADJ
12627,phân,N,O
12627,xanh,A,O
12627,la_sánh,A,O
12627,dòng,N,O
12627,dòng,N,O
12628,chụp,N,B-OBJ
12628,hình,N,B-OBJ
12628,camera,N,B-OBJ
12628,lag,V,O
12628,nhẹ,A,O
12628,không,R,O
12629,review,N,O
12629,công_nghệ,N,B-OBJ
12629,kiến_thức,N,O
12629,sim,N,B-OBJ
12629,card,N,B-OBJ
12629,điện_thoại,N,B-OBJ
12630,doanh,N,O
12630,thảm_hại,M,O
12631,iphone,N,B-OBJ
12631,ốp,N,B-OBJ
12631,iphone,N,B-OBJ
12632,tải,N,O
12632,lightsum,M,O
12633,pass,M,O
12634,đời,N,O
12635,học,V,O
12635,khoa_học_liệu,N,O
12635,laptop,N,O
12635,khả_năng,M,O
12636,review,M,O
12637,video,N,B-OBJ
12637,sánh,V,O
12637,iphone,N,B-OBJ
12637,đời,N,O
12637,tốt,A,O
12637,yếu_tố,V,O
12637,hiệu_năng,N,B-OBJ
12637,pin,N,B-OBJ
12637,phim,N,O
12638,mặt,N,O
12638,tốt_mặt,V,O
12638,hạn_chế,N,O
12638,pin,N,B-OBJ
12638,nóng,A,O
12638,chẳng,R,O
12638,hạng,N,O
12639,viền,N,B-OBJ
12639,da,N,O
12639,sài,A,O
12639,ốp,N,B-OBJ
12639,lưng,N,B-OBJ
12639,chả_nghĩa_lờ,V,O
12639,giải_quyết,N,O
12639,lạ,A,O
12639,sài,V,O
12639,lỗi,N,O
12639,xanh,A,O
12639,màn,N,B-OBJ
12639,ấn,M,O
12640,ngang,A,O
12640,samsung,N,B-OBJ
12641,ủng_hộ,N,O
12641,lightsum,V,O
12641,chèn,N,O
12641,quảng_cáo,V,O
12641,auto,N,O
12641,delete,M,B-OBJ
12642,định,V,O
12642,hôm,N,O
12642,lăn,V,O
12642,chết,V,O
12642,đúng,A,O
12643,nội_cuồng,V,O
12643,dòng,N,O
12643,ngoái,M,O
12644,hợp,M,O
12645,dòng,N,O
12645,flus,N,O
12645,giá,N,B-OBJ
12645,dòng,N,B-OBJ
12645,lành_thể,N,B-OBJ
12645,ssd,N,B-OBJ
12645,ỗn,M,B-OBJ
12646,trắng,A,O
12646,xanh,A,O
12646,đẹp,A,O
12647,đeo,V,O
12647,thiết_đẹp,N,O
12648,tải,N,O
12648,app,N,B-OBJ
12649,nhẹ,A,O
12649,máy,N,O
12649,chính,T,O
12649,hợp_lý,M,O
12650,hu,N,O
12650,hu,N,O
12650,review,V,O
12650,máy,N,O
12651,dòng,N,O
12651,iphone,N,B-OBJ
12652,iphone,N,B-OBJ
12653,điện_thoại,N,B-OBJ
12654,dòng,N,O
12654,iphone,N,B-OBJ
12654,tuyệt_vời,N,B-OBJ
12654,rùi,M,B-OBJ
12655,gạc,N,O
12655,im_lặng,M,O
12656,video,N,B-OBJ
12656,lẹm,V,O
12656,cục,Nc,O
12656,kênh,N,O
12656,review,M,B-OBJ
12657,iphone,N,B-OBJ
12657,dynamic,V,O
12657,island,N,O
12657,chấm,V,O
12657,ngang,A,O
12657,màn_hình,N,B-OBJ
12657,khuyên,V,O
12657,máy,N,O
12657,kiếm,V,O
12657,giá,N,B-OBJ
12657,rẻ_bèo,N,O
12657,đắt,A,O
12657,nâng,V,O
12658,clip,N,O
12658,sánh,N,O
12658,hóng,M,O
12659,hồi,N,O
12659,cellphones,N,B-ORG
12660,chắn,V,O
12660,ubc,N,O
12660,iphone,N,B-OBJ
12660,sạc,N,B-OBJ
12660,nhanh,A,B-ADJ
12660,iphone,N,B-OBJ
12660,sạc,N,B-OBJ
12660,nhanh,A,B-ADJ
12660,chiêu,N,O
12660,nâng,V,O
12661,iphone,N,B-OBJ
12661,nâng,V,O
12662,iphone,N,B-OBJ
12662,chuộng_lượng,V,O
12662,rẻ,A,O
12662,dòng,N,O
12662,iphone,N,B-OBJ
12662,dòng,N,O
12663,iphone,N,B-OBJ
12663,hấp_dẫn,V,O
12663,hồi,N,O
12663,cầm,V,O
12663,dòng,N,O
12663,cầm,V,O
12663,tay,N,O
12663,màn_hình_chí,V,O
12663,dòng,N,O
12663,màn_hình_xíu sinh,N,B-OBJ
12663,hẹn_hợp,M,B-OBJ
12663,tuổi,N,O
12664,chả,M,O
12665,dòng,N,O
12665,xinh_xỉu hình,N,O
12665,đẹp,A,O
12665,đẹp,A,O
12665,chắn,N,O
12665,đẹp,A,O
12666,chờ,V,O
12666,iphone,N,B-OBJ
12666,chính_thức,V,O
12666,thị_trường,M,O
12667,iphone,N,B-OBJ
12667,tốt,A,O
12668,give,N,O
12668,iphone,N,B-OBJ
12668,chấn_động giới,N,O
12668,review,M,B-OBJ
12669,galaxy,N,O
12669,laptop,N,O
12669,trung_trần,M,O
12670,sánh,N,O
12670,zlip,V,O
12670,xiaomi,N,O
12670,di,M,B-OBJ
12671,iphone,N,B-OBJ
12672,màn_hình,N,B-OBJ
12672,gập,V,O
12672,yếu_tố,M,O
12673,sài,V,O
12673,hàng,N,B-OBJ
12674,sánh,N,O
12674,giúp,V,O
12674,ipad,N,O
12674,samsung_sung,V,O
12674,galaxy,N,O
12674,zflip,M,B-OBJ
12675,thể,N,O
12675,tv,V,O
12675,giúp,V,O
12675,đth,N,O
12675,trung_thể,V,O
12675,livestream,N,O
12675,ngon_mẫu,V,O
12675,lives_thể,N,O
12675,lives,N,B-OBJ
12675,net,M,B-OBJ
12676,quảng_bá,N,O
12676,dẹp,V,O
12676,đúng_đắn,M,O
12677,ngon,A,O
12678,gập,V,O
12678,hư,A,O
12678,vật_lý_nhiên,M,O
12679,chào,V,O
12679,mjh,N,O
12679,bít,V,O
12679,utras,N,O
12679,iphone_hon,M,B-OBJ
12680,giá,N,B-OBJ
12680,mỹ_giá,N,O
12680,giá,N,B-OBJ
12681,dụng,M,O
12682,dang,N,O
12682,sai,A,O
12682,utral,N,O
12682,ma,N,O
12682,moi,V,O
12682,thang,N,O
12682,lỏng,V,O
12682,song,C,O
12682,điện_thoại,N,B-OBJ
12682,phong_yeu,N,O
12682,song,C,O
12682,wiifi,N,O
12682,cung bi_loi,V,O
12682,ma,N,O
12682,moi,V,O
12682,nghiem,N,O
12682,nen,V,O
12682,mog,N,O
12682,moi,V,O
12682,chia,V,O
12682,se,N,O
12682,tiltok,V,O
12682,vuot,N,O
12682,khoan,V,O
12682,video_la,N,O
12682,vuot,N,B-OBJ
12682,len_nua,M,B-OBJ
12683,sánh,N,O
12683,gọn,A,O
12683,cầm,V,O
12683,tốt_dụng,M,O
12684,màn_hình,N,B-OBJ
12684,tách,V,O
12684,khung,N,O
12684,điện_thoại,N,B-OBJ
12684,sợ,V,O
12685,mặt,N,O
12686,tablet_thể,N,O
12686,cố,V,O
12686,chút,L,O
12686,học_tập,V,O
12686,ưu_tiên sinh,N,O
12686,chuẩn_chúc,V,O
12686,gia_đình,N,O
12686,khỏe,M,B-OBJ
12687,samsung,N,B-OBJ
12687,mỹ,V,O
12687,không,R,O
12688,thực_dụng,M,O
12689,review,N,O
12689,tốp,Nc,O
12689,điện_thoại,N,B-OBJ
12689,xiaomi,V,O
12689,sạc,N,B-OBJ
12689,nhanh,A,B-ADJ
12690,nam_nữ,N,O
12690,zflip,V,O
12690,múc,N,O
12690,iphone,N,B-OBJ
12690,zflip,M,B-OBJ
12691,sánh,N,O
12691,giúp,V,O
12691,thời,N,O
12691,tuyệt_iphone,V,O
12691,mặt,N,O
12691,dõi điện_thoại,V,O
12691,phân_mong,N,O
12691,chúc,V,O
12691,khỏe,M,O
12692,chờ_đợi,N,O
12692,iphone,N,B-OBJ
12693,chào_dương_chúc,N,O
12693,gia_đình,V,O
12693,khỏe,N,O
12693,iphone,N,B-OBJ
12693,thườg,V,O
12693,máy,N,O
12693,chính,T,O
12693,máy,N,O
12693,android,N,O
12693,cầu,N,O
12693,uư_tiên,V,O
12693,hiệu_năng,N,B-OBJ
12693,bin,V,O
12693,xạc_thể,N,O
12693,tư_vấn,V,O
12693,máy,N,O
12693,chính_hãng,N,B-OBJ
12693,máy,N,O
12693,xách,V,O
12693,tay,N,O
12694,iphone,N,B-OBJ
12694,máy,N,O
12694,ổn_dương,M,O
12695,điện_thoại,N,B-OBJ
12695,oppo,V,O
12695,reno,N,O
12695,xách,V,O
12695,tay,N,O
12696,giá,N,B-OBJ
12696,đổ,V,O
12696,máy,N,O
12696,pin,N,B-OBJ
12696,khỏe,N,O
12696,mượt_trễ,V,O
12696,thông_báo,N,O
12696,thị_thoảng,V,O
12696,nhẹ,A,O
12696,chủ_yếu,V,O
12696,công_pin,N,O
12696,ổn,A,B-ADJ
12697,tư_vấn,N,O
12697,mẫu,N,O
12697,iphone_vị mẫu,N,O
12697,chạy,V,O
12697,android,V,O
12697,vi_rút,N,O
12697,samsung,N,B-OBJ
12697,tín_cậy,N,O
12697,mong,V,O
12697,giải,N,O
12697,giúp,V,O
12698,hiện,N,O
12698,máy,N,O
12698,bốn,M,O
12698,góc,N,B-OBJ
12698,vức,V,O
12698,tốt,A,O
12698,chúc,V,O
12698,khỏe,M,O
12699,mâ,N,O
12699,gâ,V,O
12699,viê,N,O
12699,nâng,V,O
12699,câ,N,O
12699,phâ_mê,V,O
12699,androi,N,B-OBJ
12699,ve_trươ,V,O
12699,râ,N,O
12699,nhiê_dụng,V,O
12699,samsung,N,B-OBJ
12699,hâ_dụng,V,O
12699,la_kô,N,O
12699,thê_dâ,V,O
12699,tơ,N,O
12699,ngươ,N,B-OBJ
12699,du_mă,M,B-OBJ
12700,tiết,N,O
12700,oppo,N,O
12700,reno,M,O
12701,hàng_chính_hãng,N,B-OBJ
12701,diện,N,O
12702,khong,N,O
12702,chip,N,B-OBJ
12702,ren,N,O
12702,pin,N,B-OBJ
12702,khong,N,O
12702,len_ti_tủa,N,O
12702,ngon,A,O
12702,ngon,A,O
12703,cầm,V,O
12703,đường,N,O
12703,phút,N,O
12703,bay,V,O
12703,tay,N,O
12704,kênh,N,O
12704,kênh,N,O
12704,review,M,O
12705,hải,N,O
12705,triều,M,O
12706,đeo,V,O
12706,găng_tay,N,O
12706,chuyên_nghiệp,M,O
12707,hóng,M,O
12708,iphone,N,B-OBJ
12708,series,V,O
12708,sẵn,A,O
12708,hàng,N,B-OBJ
12708,ưu_đãi,M,B-OBJ
12709,xiaomi,N,O
12709,chính_thức,V,O
12709,mắt,N,O
12709,redmi_series,A,O
12709,thị_trường,M,O
12710,sai,A,O
12710,chỗ_thiểu_thiểu,N,O
12711,đúng,A,O
12711,hiện_sung,N,O
12711,cải_thiện,N,O
12711,mê_samsung,V,O
12711,cải_thiện,N,O
12711,video,N,B-OBJ
12711,nóng,A,O
12711,máy,N,O
12711,galaxy,V,O
12711,nhanh,A,B-ADJ
12711,nóng,A,O
12711,máy,N,O
12711,video,N,B-OBJ
12711,tắt,V,O
12711,máy,N,O
12711,lia_máy,V,O
12711,đứt,V,O
12711,khung_hình,N,O
12711,nhẹ,A,O
12711,video,N,B-OBJ
12711,mượt_iphone,V,O
12711,pin,N,B-OBJ
12711,nhanh,A,B-ADJ
12711,máy,N,O
12711,pin,N,B-OBJ
12711,sài,N,O
12711,nửa,L,O
12711,máy,N,O
12711,buộc_lý,V,O
12711,oppo,N,O
12711,buồn,A,B-ADJ
12711,đề_samsung,V,O
12711,cải_thiện,N,O
12711,hiện,N,O
12711,samsung,N,B-OBJ
12711,dòng,N,O
12711,reno,N,O
12711,oppo,V,O
12711,ois,N,O
12711,oppo,M,B-OBJ
12712,chờ,V,O
12713,ngon,A,O
12713,giá,N,B-OBJ
12714,dòng,N,O
12714,chê,A,B-ADJ
12714,chê,A,B-ADJ
12714,lương,N,O
12715,hướng,N,O
12715,tiện_lợi,N,O
12715,kích_thước,N,B-OBJ
12715,tay,N,O
12715,pin,N,B-OBJ
12715,tốt,A,O
12715,chụp_ảnh,N,B-OBJ
12715,tốt,A,O
12715,mượt_bời,V,O
12715,trải_nghiệm,N,O
12715,đúc,V,O
12715,túi_dụng,N,O
12715,cầm,V,O
12715,mệt_dụng,N,O
12715,hội,N,O
12716,ớm,N,O
12716,nhom,V,O
12716,bàn_tay,N,O
12716,màn,N,B-OBJ
12716,bự,V,O
12716,mông,N,O
12716,nở_nang,V,O
12716,tay,N,O
12716,mập_mạp,V,O
12716,màn,N,B-OBJ
12716,cầm,V,O
12716,tay_dáng,N,O
12716,thon,V,O
12716,gọn,A,O
12716,đúng,A,O
12716,hơm,N,O
12717,tay,N,O
12717,điện_thoại_màng,N,O
12717,quen,V,O
12717,tay,N,O
12717,dụm,V,O
12717,kiếm,V,O
12717,gọn,A,O
12717,ổn,A,B-ADJ
12718,tốt,A,O
12718,gọn,A,O
12718,cv,M,O
12719,dự_định,N,O
12719,đời,N,O
12719,iphone,N,B-OBJ
12719,iphone,N,B-OBJ
12719,lăn_màn_hình,N,O
12719,chờ,V,O
12719,dòng,N,O
12719,series,M,B-OBJ
12720,pin,N,B-OBJ
12720,ổn,A,B-ADJ
12720,yếu,A,O
12721,iphone,N,B-OBJ
12721,chụp,N,B-OBJ
12721,đẹp,A,O
12721,pin,N,B-OBJ
12721,ổn,A,B-ADJ
12722,tính,V,O
12722,zenfone,N,O
12722,flagship,N,B-ORG
12722,android,V,O
12722,gọn,A,O
12722,màn,N,B-OBJ
12722,phẳng,V,O
12722,samsung,N,B-OBJ
12722,mắt,N,O
12723,pin,N,B-OBJ
12723,yếu,A,O
12724,hình,N,B-OBJ
12725,thắc_mắc,N,O
12725,bít,V,O
12725,host,N,O
12725,mẫu,N,B-OBJ
12725,đời,N,B-OBJ
12725,mẫu,N,B-OBJ
12725,đời_lý,M,B-OBJ
12726,camera,N,B-OBJ
12726,iphone,N,B-OBJ
12726,điện_thoại,N,B-OBJ
12726,đẹp,A,O
12726,camera,N,B-OBJ
12726,điện_thoại,N,B-OBJ
12726,xấu,A,O
12727,màn,N,B-OBJ
12727,ppi,V,O
12727,màn,N,B-OBJ
12727,ppi,V,O
12727,ppi,N,O
12727,ppi,V,O
12727,samsung_sún,N,O
12727,cắt,V,O
12727,nuôi,V,O
12727,hàng,N,B-OBJ
12727,bơm,V,O
12727,truyền_thông,M,O
12728,kiểu,N,O
12728,màn_hình,N,B-OBJ
12728,gập,V,O
12728,tính_năng pin,V,O
12728,mãi,R,O
12728,chẳng,R,O
12728,cải_thiện,X,O
12729,láo_nháo,M,O
12730,nhãn,N,O
12730,hàng,N,B-OBJ
12730,bơm,V,O
12730,bọn,Nc,O
12730,youtuber,N,O
12730,chạy,V,O
12730,doanh_màn,N,O
12730,phân_giải_thua,V,O
12730,iphone,N,B-OBJ
12730,nhục_nhã,V,O
12730,ppi,N,O
12730,nhỉnh,V,O
12730,mặt,N,O
12730,rỗ_thua,V,O
12730,đời,N,O
12730,gia_công,V,O
12730,samsung,N,B-OBJ
12730,sún,M,B-OBJ
12731,thương,V,O
12732,ngu,N,O
12732,ngốc,V,O
12732,đám,Nc,O
12732,sạc,N,B-OBJ
12732,nhanh,A,B-ADJ
12732,đúng,A,O
12732,nghĩa_iphone,N,O
12732,pin,N,B-OBJ
12732,tốt,A,O
12732,sạc,N,B-OBJ
12732,nhanh,A,B-ADJ
12733,gọn,A,O
12733,tay,N,O
12733,cầu,N,O
12733,nâng,V,O
12734,máy,N,O
12734,cầm,V,O
12734,tay,N,O
12734,review,M,B-OBJ
12735,tay,N,O
12736,ult,N,O
12736,cằm,V,O
12736,dày,A,O
12736,ult,M,O
12737,máy,N,O
12737,chính,T,O
12737,máy,N,O
12737,phụ_xiaomi,N,O
12737,hợp_lí,V,O
12737,samsung,N,B-OBJ
12737,sạc,N,B-OBJ
12737,pin,N,B-OBJ
12737,iphone,N,B-OBJ
12737,sạc,N,B-OBJ
12737,chậm,A,O
12737,android,V,O
12737,sạc,N,B-OBJ
12737,chậm,A,O
12737,máy,N,O
12737,cân,V,O
12737,máy,N,O
12737,sạc,N,B-OBJ
12737,nhanh,A,B-ADJ
12737,sướng,A,O
12738,thông_tín,N,O
12738,màn_hình,N,B-OBJ
12739,du_thươ,N,O
12739,vâ,V,O
12739,ngon_la,N,O
12739,nh,N,B-OBJ
12739,tiê,M,B-OBJ
12740,màn_hình,N,B-OBJ
12740,màn,N,B-OBJ
12740,gọn,A,O
12740,đẹp,A,O
12740,phê,V,O
12741,clip,N,O
12741,iphone,N,B-OBJ
12741,điện_thoại,N,B-OBJ
12741,đúng,A,O
12741,cầu_dụng,N,O
12741,mỏi_mỏi,N,O
12741,đợi,V,O
12741,máy,N,O
12741,pin,N,B-OBJ
12741,nhiệt,M,B-OBJ
12742,zoom,N,O
12742,giá,N,B-OBJ
12742,bê,N,O
12742,quất,M,B-OBJ
12743,sanh,N,O
12743,xiaomi,M,O
12744,phận,N,O
12744,điện_thoại_mắc,V,O
12744,giải_quyết,N,O
12744,khâu,N,O
12744,oai,A,O
12745,chính_xác,N,O
12745,cầm,V,O
12745,trơn_tru,M,O
12746,cầu,N,O
12746,mắc,V,O
12746,đúng,A,O
12747,máy,N,O
12747,hút,V,O
12747,máy,N,O
12747,hút,V,O
12747,giường,N,O
12747,nệm,N,O
12747,hút,V,O
12747,tốt,A,O
12747,hút,V,O
12747,giường,N,O
12747,nệm,M,B-OBJ
12748,hao_hao,N,O
12748,iphone,N,B-OBJ
12748,màn,N,B-OBJ
12748,cân,V,O
12748,tốt,A,O
12749,cấu_hình,N,B-OBJ
12749,camera,N,B-OBJ
12749,samsung,N,B-OBJ
12749,kỳ_vọng,N,B-OBJ
12749,doanh_đặc,M,B-OBJ
12750,định,V,O
12750,bền_pin,V,O
12750,tụt,V,O
12750,nhanh,A,B-ADJ
12750,iphone,N,B-OBJ
12751,dòng,N,O
12751,fs,N,O
12751,hãng,N,B-OBJ
12751,quên,V,O
12751,nâng,V,O
12751,chip,N,B-OBJ
12751,dac,V,O
12751,âm_hóng,N,O
12751,fs,V,O
12751,cải_tiến,N,O
12751,chip,N,B-OBJ
12751,dac,N,O
12751,ngon,A,O
12752,pin,N,B-OBJ
12752,pin,N,B-OBJ
12752,ưu_tuyệt_hảo,M,O
12753,green,M,O
12754,samsung,N,B-OBJ
12754,mềm,A,O
12754,chụp_ảnh,N,B-OBJ
12754,mượt_iphone,V,O
12754,chẳng_hạn,N,O
12754,hiệu_ứng,V,O
12754,zoom,N,O
12754,zoom,M,B-OBJ
12755,đẹp,A,O
12756,trông,V,O
12756,mặt,N,O
12756,hiền_lành review,V,O
12756,ủng_hộ,N,O
12756,chúc,V,O
12756,khỏe,M,O
12757,samsung_galaxy,N,B-OBJ
12758,gọn_nhẹ,N,O
12758,hoạt_động,V,O
12758,màn_hình,N,B-OBJ
12758,inch,N,O
12758,cầu,N,O
12758,lăn_pin,V,O
12758,đợi,V,O
12759,máy,N,O
12759,gọn,A,O
12759,laptop,V,O
12759,phim,N,O
12759,tv,M,O
12760,cùi,N,O
12760,bome,V,O
12760,thiệt_giá,N,O
12760,điện_thoại,N,B-OBJ
12760,chỗ,N,O
12761,góp,V,O
12761,tín_dụng,N,O
12761,ghi,V,O
12761,nợ,N,O
12761,visa,FW,O
12761,nội_địa,M,O
12762,samsung,N,B-OBJ
12762,mãi,R,O
12762,đỉnh,N,O
12763,hình,N,B-OBJ
12763,rom_thiểu,N,O
12763,rom_thiểu,M,O
12764,tư_vấn,N,O
12764,giúp,V,O
12764,pha,V,O
12764,chủ_yếu,V,O
12764,giá,N,B-OBJ
12764,cũ,A,O
12765,hài_lòng,N,O
12765,đời,N,O
12766,hợp_lý,M,O
12767,súng,N,O
12767,phụ song_song,V,O
12767,iphone,N,B-OBJ
12767,hợp_lý,M,B-OBJ
12768,tuyệt_iphone,M,O
12769,sạc,N,B-OBJ
12769,nhanh,A,B-ADJ
12769,ipad,M,O
12770,mini,N,O
12770,hài_lòng,N,O
12770,chư_định,M,O
12771,gọi,N,B-OBJ
12771,zalo,N,B-ORG
12771,discord,M,O
12772,chạy,V,O
12772,xúc,V,O
12773,cháy,V,O
12773,hàng,N,B-OBJ
12774,định,V,O
12775,đằng,N,O
12775,phèn,N,O
12776,thiết_kế,N,B-OBJ
12776,lỗi,N,O
12776,thời,N,O
12777,galaxy,N,O
12777,giá,N,B-OBJ
12777,đóng,N,B-OBJ
12777,lượng,N,O
12777,hạn,N,O
12777,giá,N,B-OBJ
12777,ngon,A,O
12777,chờ,V,O
12778,moi,V,O
12778,khoang,N,O
12778,thang,N,O
12778,youte,N,O
12778,khoan_nua,V,O
12778,tieng,N,O
12778,dong_ho,V,O
12778,ma_nong,N,O
12778,hong,V,O
12778,tay,N,O
12778,bi_loi,V,O
12778,nguoi,N,O
12778,chia,V,O
12778,se,N,O
12778,voi,N,O
12779,hàng,N,B-OBJ
12779,android,M,O
12780,onewaymobile,M,O
12781,iphone,N,B-OBJ
12781,dụng_dụng,N,O
12781,thử,V,O
12781,đợi_dụng,M,O
12782,đánh,V,O
12782,liên_quân,N,O
12782,ngon,A,O
12783,tgb,V,O
12783,gia,N,O
12783,vay,V,O
12784,máy,N,O
12784,nhỷ,M,O
12785,sợ,V,O
12785,màn_hình,N,B-OBJ
12785,máy,N,O
12785,dòng,N,O
12785,cũ,A,O
12785,không,R,O
12786,fake,N,O
12786,rẻ,A,O
12787,tuyệt_vời,M,O
12788,bảo_hành,N,B-OBJ
12788,thế_giới_di_độngngon,N,O
12788,rơi,V,O
12788,trĩu,N,O
12788,tay,N,O
12788,quen,V,O
12789,ngáo,V,O
12789,ngang,A,O
12789,giá,N,B-OBJ
12789,máy,N,O
12790,thẳng,A,O
12790,gia_máy,N,O
12790,lỗi,N,O
12790,hàng,N,B-OBJ
12790,giả,A,O
12790,sửa_chữa,V,O
12790,song_gia,M,O
12791,newseal,N,O
12791,fpt,N,B-ORG
12791,bảo_hành,N,B-OBJ
12791,fpt,N,B-ORG
12791,đúng,A,O
12791,ngu,N,O
12792,tuổi,N,O
12793,tức,C,O
12793,hồi,N,O
12793,rẻ,A,O
12793,tức,V,O
12794,tróc,N,O
12794,viền,N,B-OBJ
12795,dụng,N,O
12795,ngon_pin,V,O
12795,trâu,N,O
12795,mát_máy,V,O
12795,hiệu_năng,N,B-OBJ
12795,camera,N,B-OBJ
